ISBN,书名,作者,出版,价格,评分,人数,状态,书柜,购书日期,已读日期,封面,出版日期,详情页,推荐度,页数
9787530956557,隐藏的逻辑,马克·布坎南 译者: 李晰皆,天津教育出版社,22.00,7.5,832,已读,未设置,,,,,,0,
9787220105135,雨,[马来西亚] 黄锦树,四川人民出版社,38.00,8.2,22689,已读,未设置,,,,,,0,
9787506387873,雪落香杉树,[美] 戴维·伽特森/大卫·古特森 译者: 熊裕,作家出版社,52.00,8.3,13037,计划,未设置,,,,,,0,
9787513141956,面纱,[英] 威廉·萨默塞特·毛姆 译者: 田伟华,开明出版社,49.80,8.5,4513,已读,未设置,,,,,,0,
9787513945363,鞑靼人沙漠,[意]迪诺·布扎蒂 译者: 孙雨濛,民主与建设出版社,68,8.7,815,已读,未设置,,,,,,0,
9787559642431,顿悟的时刻,张悦然 译者: 有2021年5月4印本,北京联合出版公司,46.80,8.3,4410,已读,未设置,,,https://img3.doubanio.com/view/subject/l/public/s33673422.jpg,2020-6,https://book.douban.com/subject/35081657/,0,
9787559456311,题不对文,刘勃,江苏凤凰文艺出版社,48.00,7.9,297,已读,未设置,,,,,,0,
9787532177721,风声,麦家,上海文艺出版社,59.90,8.5,14580,已读,未设置,,,,,,0,
9787510457173,风沙星辰,[法]圣埃克絮佩里 译者: 萧逢年,新世界出版社,,8.0,830,默认,未设置,,,,,,0,
9787203070696,风起陇西,马伯庸,山西人民出版社,29.80,8.0,13990,已读,未设置,,,,,,0,
9787559800817,风雅宋,吴钩,新民说 | 广西师范大学出版社,108.00,7.5,1470,已读,未设置,,,https://img1.doubanio.com/view/subject/l/public/s29788308.jpg,2018-6,https://book.douban.com/subject/27931094/,0,
9787532745449,香水,[德] 帕·聚斯金德/帕特里克·聚斯金德 译者: 李清华,上海译文出版社,25.00,8.8,25918,已读,未设置,,,,,,0,
9787532780525,魔山,[德]托马斯·曼 译者: 钱鸿嘉,上海译文出版社,68,8.2,1108,计划,未设置,,,,,,0,
9787559441003,鲁滨孙漂流记,（英）丹尼尔·笛福（Daniel Defoe） 译者: 任小红,江苏凤凰文艺出版社,39.90,8.4,217,默认,未设置,,,,,,0,
9787201097275,鲁迅杂文集,鲁迅,天津人民出版社,32.00,9.4,3725,计划,未设置,,,,,,0,
9787540493653,鲜衣怒马少年时-唐宋诗人的诗酒江湖,少年怒马 著/博集天卷 出品,湖南文艺出版社,49,6.8,3436,已读,未设置,,,,,,0,
9787572602320,鲜衣怒马少年时2：唐宋诗章里的盛世残梦,少年怒马,湖南文艺出版社,49.00,7.1,829,已读,未设置,,,https://img9.doubanio.com/view/subject/l/public/s33949686.jpg,2021-8-1,https://book.douban.com/subject/35531600/,0,
9787559617590,鸟有膝盖吗,[英] 斯蒂芬·莫斯 译者: 王敏,北京联合出版公司,68.00,8.1,535,已读,未设置,,,https://img1.doubanio.com/view/subject/l/public/s29745709.jpg,2018-5,https://book.douban.com/subject/30199957/,0,
9787307223950,鹿川有许多粪,李沧东 译者: 春喜,武汉大学出版社,58.00,8.9,40633,已读,未设置,,,,,,0,
9787201167855,黑塞童话,[德] 赫尔曼·黑塞 译者: 文泽尔,天津人民出版社,45.00,8.5,1116,已读,未设置,,,,,,0,
9787532738533,黑暗中的笑声,[美国] 弗拉基米尔·纳博科夫 译者: 龚文庠,上海译文出版社,20.00,8.4,2836,已读,未设置,,,,,,0,
9787201108209,鼠疫（精装全译本无删减）,[法] 阿尔贝·加缪 译者: 杨风帆,天津人民出版社,28.8,8.4,96,计划,未设置,,,,,,0,
